,name,address,city,category,rating,url
3335,Nanking Restaurant,134-07 Rockaway Blvd,South Ozone Park,Indian,4.0,http://www.yelp.com/biz/nanking-restaurant-south-ozone-park
3336,Carlos & Gabby's,143 Washington Ave,Lawrence,Mexican,4.0,http://www.yelp.com/biz/carlos-and-gabbys-lawrence
3337,Pupusa Market,14516 Jamaica Ave,Jamaica,Latin American,4.5,http://www.yelp.com/biz/pupusa-market-jamaica
3338,Mitchell's Restaurant,191 Rockaway Ave,Valley Stream,American (Traditional),3.5,http://www.yelp.com/biz/mitchells-restaurant-valley-stream
3339,Latin Grill Factory,89-02 165th St,Jamaica,Latin American,5.0,http://www.yelp.com/biz/latin-grill-factory-jamaica
3340,P J Harper's,58 Rockaway Ave,Valley Stream,American (Traditional),4.0,http://www.yelp.com/biz/p-j-harpers-valley-stream
3341,Lucy's Asian Kitchen,Terminal 5,Jamaica,Asian Fusion,3.5,http://www.yelp.com/biz/lucys-asian-kitchen-jamaica
3342,Marinara,1308 Peninsula Blvd,Hewlett,Pizza,4.0,http://www.yelp.com/biz/marinara-hewlett
3343,Tobiko,209 W Merrick Rd,Valley Stream,Sushi Bars,3.5,http://www.yelp.com/biz/tobiko-valley-stream-2
3344,Sagar Chinese,87-47 Homelawn St,Jamaica,Chinese,3.5,http://www.yelp.com/biz/sagar-chinese-jamaica
3345,Chicken Gyro Delicious,83 Rockaway Ave,Valley Stream,Mediterranean,4.0,http://www.yelp.com/biz/chicken-gyro-delicious-valley-stream-2
3346,Ay! Caramba,1320 Broadway,Hewlett,Mexican,3.5,http://www.yelp.com/biz/ay-caramba-hewlett
3347,New Park Pizzeria,15671 Crossbay Blvd,Howard Beach,Pizza,4.0,http://www.yelp.com/biz/new-park-pizzeria-howard-beach
3348,Piquillo,"John F. Kennedy International Airport, Terminal 5",New York,Tapas Bars,3.0,http://www.yelp.com/biz/piquillo-new-york
3349,Margherita Pizza,16304 Jamaica Ave,Jamaica,Pizza,4.5,http://www.yelp.com/biz/margherita-pizza-jamaica
3350,Rajdhani Indian Restaurant,206 12 Hillside Ave,Queens Village,Indian,4.5,http://www.yelp.com/biz/rajdhani-indian-restaurant-queens-village
3351,Cafe Energy,9215 149th St,Jamaica,Cafes,3.5,http://www.yelp.com/biz/cafe-energy-jamaica
3352,Valencia Ravioli,82 Broadway,Lynbrook,Delis,4.0,http://www.yelp.com/biz/valencia-ravioli-lynbrook
3353,Ali Baba's,297 N Central Ave,Valley Stream,Mediterranean,4.0,http://www.yelp.com/biz/ali-babas-valley-stream
3354,Perci's Jerk Hut,23721 Linden Blvd,Elmont,American (New),4.0,http://www.yelp.com/biz/percis-jerk-hut-elmont
3355,St. Best Jerk Spot,11231 Springfield Blvd,Queens Village,Caribbean,4.5,http://www.yelp.com/biz/st-best-jerk-spot-queens-village
3356,Rajdhani Indian Restaurant,206 12 Hillside Ave,Queens Village,Indian,4.5,http://www.yelp.com/biz/rajdhani-indian-restaurant-queens-village
3357,Charlie Meaney's Bar & Grill,52 Central Ct,Valley Stream,American (Traditional),3.5,http://www.yelp.com/biz/charlie-meaneys-bar-and-grill-valley-stream
3358,Southern Girls Soul Food,21917 Merrick Blvd,Springfield Gardens,Soul Food,3.0,http://www.yelp.com/biz/southern-girls-soul-food-springfield-gardens
3359,Ali Baba's,297 N Central Ave,Valley Stream,Mediterranean,4.0,http://www.yelp.com/biz/ali-babas-valley-stream
3360,Gaby's Pizza,204-23 Hillside Ave,Hollis,Pizza,4.0,http://www.yelp.com/biz/gabys-pizza-hollis
3361,Yummy Taco,22715 Merrick Blvd,Springfield Gardens,Mexican,4.0,http://www.yelp.com/biz/yummy-taco-springfield-gardens
3362,Creole Buffet,216-19 Linden Blvd,Cambria Heights,Haitian,3.0,http://www.yelp.com/biz/creole-buffet-cambria-heights
3363,Margherita Pizza,16304 Jamaica Ave,Jamaica,Pizza,4.5,http://www.yelp.com/biz/margherita-pizza-jamaica
3364,Henricas Restaurant,13889 Francis Lewis Blvd,Rosedale,Chinese,3.5,http://www.yelp.com/biz/henricas-restaurant-rosedale
3365,Joe's Famous Pizzeria & Restaurant,6109 Springfield Blvd,Oakland Gardens,Pizza,3.0,http://www.yelp.com/biz/joes-famous-pizzeria-and-restaurant-oakland-gardens
3366,Tobiko,209 W Merrick Rd,Valley Stream,Sushi Bars,3.5,http://www.yelp.com/biz/tobiko-valley-stream-2
3367,Gino's Pizza,1615 Dutch Broadway,Elmont,Pizza,4.0,http://www.yelp.com/biz/ginos-pizza-elmont
3368,El Patio,218-21 Jamaica Ave,Queens Village,Spanish,3.5,http://www.yelp.com/biz/el-patio-queens-village
3369,Lucy's Asian Kitchen,Terminal 5,Jamaica,Asian Fusion,3.5,http://www.yelp.com/biz/lucys-asian-kitchen-jamaica
3370,Genovese Pizzeria Inc,20 Central Ct,Valley Stream,Pizza,3.5,http://www.yelp.com/biz/genovese-pizzeria-inc-valley-stream
3371,Red Lobster,606 West Sunrise Hwy.,Valley Stream,Seafood,2.5,http://www.yelp.com/biz/red-lobster-valley-stream
3372,Stop 20 Diner,1336 Hempstead Tpke,Elmont,Diners,4.0,http://www.yelp.com/biz/stop-20-diner-elmont
3373,Mitchell's Restaurant,191 Rockaway Ave,Valley Stream,American (Traditional),3.5,http://www.yelp.com/biz/mitchells-restaurant-valley-stream
3374,Lucy's Asian Kitchen,Terminal 5,Jamaica,Asian Fusion,3.5,http://www.yelp.com/biz/lucys-asian-kitchen-jamaica
3375,Henricas Restaurant,13889 Francis Lewis Blvd,Rosedale,Chinese,3.5,http://www.yelp.com/biz/henricas-restaurant-rosedale
3376,Red Lobster,606 West Sunrise Hwy.,Valley Stream,Seafood,2.5,http://www.yelp.com/biz/red-lobster-valley-stream
3377,Yummy Taco,22715 Merrick Blvd,Springfield Gardens,Mexican,4.0,http://www.yelp.com/biz/yummy-taco-springfield-gardens
3378,Best Deli,147-45 149th ave,Jamaica,Delis,2.0,http://www.yelp.com/biz/best-deli-jamaica
3379,USA Diner,24303 Merrick Blvd,Rosedale,Diners,2.5,http://www.yelp.com/biz/usa-diner-rosedale
3380,Bronx BBQ,694 W Sunrise Hwy,Valley Stream,Barbeque,3.0,http://www.yelp.com/biz/bronx-bbq-valley-stream
3381,Pretty Toni's Cafe,759 W Merrick Rd,Valley Stream,Cafes,3.5,http://www.yelp.com/biz/pretty-tonis-cafe-valley-stream-2
3382,J & S Pizza,24435 Merrick Blvd,Rosedale,Pizza,4.0,http://www.yelp.com/biz/j-and-s-pizza-rosedale
3383,Da Vinci's Pizzeria,640 W Merrick Rd,Valley Stream,Pizza,4.0,http://www.yelp.com/biz/da-vincis-pizzeria-valley-stream
3384,Q & N Deli,23059 International Airport Center Blvd,Springfield Gardens,Delis,2.5,http://www.yelp.com/biz/q-and-n-deli-springfield-gardens
3385,Olive Garden Italian Restaurant,610 W Sunrise Hwy,Valley Stream,Italian,2.5,http://www.yelp.com/biz/olive-garden-italian-restaurant-valley-stream
3386,Davinci's Pizzeria Restaurant,640 W Merrick Rd,Valley Stream,Pizza,3.0,http://www.yelp.com/biz/davincis-pizzeria-restaurant-valley-stream
3387,Pizza Hut,24933 Rockaway Blvd,Rosedale,Pizza,2.5,http://www.yelp.com/biz/pizza-hut-rosedale
3388,Applebee's Neighborhood Bar & Grill,1126 Green Acres Mall,Valley Stream,American (Traditional),2.5,http://www.yelp.com/biz/applebees-neighborhood-bar-and-grill-valley-stream
3389,Carlos & Gabby's,143 Washington Ave,Lawrence,Mexican,4.0,http://www.yelp.com/biz/carlos-and-gabbys-lawrence
3390,Lucky Boy Restaurant,636 Rockaway Tpke,Lawrence,Greek,4.5,http://www.yelp.com/biz/lucky-boy-restaurant-lawrence
3391,Sushi Tokyo,337 Central Ave,Lawrence,Sushi Bars,3.5,http://www.yelp.com/biz/sushi-tokyo-lawrence
3392,Boardwalk Pizza,68-20 Rockaway Beach Blvd,Rockaway,Italian,5.0,http://www.yelp.com/biz/boardwalk-pizza-rockaway
3393,Sherwood Diner,311 Rockaway Tpke,Lawrence,American (Traditional),3.5,http://www.yelp.com/biz/sherwood-diner-lawrence
3394,Gino's Pizza,318 Central Ave,Lawrence,Pizza,4.0,http://www.yelp.com/biz/ginos-pizza-lawrence
3395,Robert's Delight,13-30 Beach Channel Dr,Far Rockaway,Caribbean,5.0,http://www.yelp.com/biz/roberts-delight-far-rockaway
3396,Molly's Fish Market,958 W Beach St,Long Beach,Seafood,4.0,http://www.yelp.com/biz/mollys-fish-market-long-beach
3397,Traditions Eatery,302 Central Ave,Lawrence,American (Traditional),4.0,http://www.yelp.com/biz/traditions-eatery-lawrence
3398,Moca Express,577 Burnside Ave,Inwood,Asian Fusion,2.0,http://www.yelp.com/biz/moca-express-inwood
3399,The Coffee Bar,345 Central Ave,Lawrence,Kosher,3.5,http://www.yelp.com/biz/the-coffee-bar-lawrence
3400,Tacos Y Mas,1831 Mott Ave,Far Rockaway,Mexican,4.0,http://www.yelp.com/biz/tacos-y-mas-far-rockaway
3401,Panera Bread,345 Rockaway Turnpike,Lawrence,Sandwiches,3.5,http://www.yelp.com/biz/panera-bread-lawrence-2
3402,South Shore Pizza,245 Sheridan Blvd,Inwood,Pizza,2.0,http://www.yelp.com/biz/south-shore-pizza-inwood
3403,David's Famous Pizza,580 Central Ave,Cedarhurst,Pizza,3.5,http://www.yelp.com/biz/davids-famous-pizza-cedarhurst
3404,The Upper Crust,442 Central Ave,Cedarhurst,Pizza,5.0,http://www.yelp.com/biz/the-upper-crust-cedarhurst
3405,Thai Kitchen By The Sea,67-20 Rockaway Beach Blvd,Rockaway,Thai,4.0,http://www.yelp.com/biz/thai-kitchen-by-the-sea-rockaway
3406,Chateau Coffee Shop,1 Station Plz,Woodmere,Sandwiches,4.0,http://www.yelp.com/biz/chateau-coffee-shop-woodmere
3407,Applebee's Neighborhood Bar & Grill,Five Towns Shpg Ctr,Rosedale,American (Traditional),2.0,http://www.yelp.com/biz/applebees-neighborhood-bar-and-grill-rosedale
3408,Stone Rose Bar & Grill,"John F. Kennedy International Airport, Terminal 3",Jamaica,American (New),2.5,http://www.yelp.com/biz/stone-rose-bar-and-grill-jamaica
3409,Rockaway Taco,95-19 Rockaway Beach Blvd,Rockaway,Mexican,4.0,http://www.yelp.com/biz/rockaway-taco-rockaway
3410,Boardwalk Pizza,68-20 Rockaway Beach Blvd,Rockaway,Italian,5.0,http://www.yelp.com/biz/boardwalk-pizza-rockaway
3411,Caracas Arepa Bar,106-01 Shore Front Pkwy,Rockaway,Juice Bars & Smoothies,4.0,http://www.yelp.com/biz/caracas-arepa-bar-rockaway
3412,New Park Pizzeria,15671 Crossbay Blvd,Howard Beach,Pizza,4.0,http://www.yelp.com/biz/new-park-pizzeria-howard-beach
3413,Lenny's Pizza & Restaurant,16402 Crossbay Blvd,Howard Beach,Pizza,4.0,http://www.yelp.com/biz/lennys-pizza-and-restaurant-howard-beach
3414,Nanking Restaurant,134-07 Rockaway Blvd,South Ozone Park,Indian,4.0,http://www.yelp.com/biz/nanking-restaurant-south-ozone-park
3415,Lucky Boy Restaurant,636 Rockaway Tpke,Lawrence,Greek,4.5,http://www.yelp.com/biz/lucky-boy-restaurant-lawrence
3416,Kawaii Sushi,82-19 153rd Ave,Howard Beach,Sushi Bars,4.0,http://www.yelp.com/biz/kawaii-sushi-howard-beach
3417,Rippers,Boardwalk & Beach 86th St,Far Rockaway,Food Stands,3.5,http://www.yelp.com/biz/rippers-far-rockaway
3418,Gino's Pizzeria & Restaurant,158-46 Crossbay Blvd,Queens,Pizza,3.5,http://www.yelp.com/biz/ginos-pizzeria-and-restaurant-queens
3419,Whit's End,97-14 Rockaway Beach Blvd,Rockaway Beach,Pizza,4.5,http://www.yelp.com/biz/whits-end-rockaway-beach
3420,GREEK GRILL Howard Beach,156-40 Cross Bay Blvd,Jamaica,Greek,3.5,http://www.yelp.com/biz/greek-grill-howard-beach-jamaica
3421,Sakura,15-838 Crossbay Blvd,Howard Beach,Sushi Bars,4.0,http://www.yelp.com/biz/sakura-howard-beach
3422,Armandos Pizza,1366 Pennsylvania Ave,Brooklyn,Pizza,4.0,http://www.yelp.com/biz/armandos-pizza-brooklyn
3423,Piquillo,"John F. Kennedy International Airport, Terminal 5",New York,Tapas Bars,3.0,http://www.yelp.com/biz/piquillo-new-york
3424,Carlos & Gabby's,143 Washington Ave,Lawrence,Mexican,4.0,http://www.yelp.com/biz/carlos-and-gabbys-lawrence
3425,Original Pizza,9514 AVENUE L,Brooklyn,Pizza,4.5,http://www.yelp.com/biz/original-pizza-brooklyn-4
3426,101 Deli,10016 Rockaway Beach Blvd,Rockaway Park,Delis,3.0,http://www.yelp.com/biz/101-deli-rockaway-park
3427,Olive Garden Italian Restaurant,505 Gateway Dr,Brooklyn,Italian,2.5,http://www.yelp.com/biz/olive-garden-italian-restaurant-brooklyn-3
3428,Cuisine By Claudette,143 Beach 116th St,New York,French,4.5,http://www.yelp.com/biz/cuisine-by-claudette-new-york
3429,Breezy Dog,5 Rockaway Breezy Blvd,Breezy Point,Hot Dogs,4.0,http://www.yelp.com/biz/breezy-dog-breezy-point
3430,The Bayhouse,500 Bayside,Breezy Point,Salad,3.5,http://www.yelp.com/biz/the-bayhouse-breezy-point
3431,Kennedy's Restaurant,406 Bayside,Breezy Point,American (New),3.0,http://www.yelp.com/biz/kennedys-restaurant-breezy-point
3432,Roll-N-Roaster,2901 Emmons Ave,Brooklyn,American (Traditional),4.0,http://www.yelp.com/biz/roll-n-roaster-brooklyn
3433,Opera Cafe & Lounge NYC,2255 Emmons Ave,Brooklyn,Turkish,4.0,http://www.yelp.com/biz/opera-cafe-and-lounge-nyc-brooklyn
3434,Pizza Boulevard,1623 Oriental Blvd,Brooklyn,Pizza,4.0,http://www.yelp.com/biz/pizza-boulevard-brooklyn
3435,Randazzo's Clam Bar,2017 Emmons Ave,Brooklyn,Seafood,3.5,http://www.yelp.com/biz/randazzos-clam-bar-brooklyn
3436,Tenda Asian Fusion,1734 Sheepshead Bay Rd,Brooklyn,Asian Fusion,4.0,http://www.yelp.com/biz/tenda-asian-fusion-brooklyn
3437,Café Glechik,3159 Coney Island Ave,Brooklyn,Ukrainian,4.0,http://www.yelp.com/biz/caf%C3%A9-glechik-brooklyn-3
3438,Jimmy's Famous Heros,1786 Sheepshead Bay Rd,Brooklyn,Delis,4.5,http://www.yelp.com/biz/jimmys-famous-heros-brooklyn-2
3439,Chayhana Salom,1652 Sheepshead Bay Rd,Brooklyn,Uzbek,4.5,http://www.yelp.com/biz/chayhana-salom-brooklyn
3440,Jordan's Lobster Dock,3165 Harkness Ave,Brooklyn,Seafood Markets,3.5,http://www.yelp.com/biz/jordans-lobster-dock-brooklyn
3441,TGI Fridays,3181 Harkness Ave,Brooklyn,American (Traditional),3.0,http://www.yelp.com/biz/tgi-fridays-brooklyn
3442,Beyti Turkish Kebab,414 Brighton Beach Ave,Brooklyn,Mediterranean,3.5,http://www.yelp.com/biz/beyti-turkish-kebab-brooklyn
3443,Tatiana Grill,3152 Brighton 6th St,Brooklyn,Russian,3.0,http://www.yelp.com/biz/tatiana-grill-brooklyn
3444,Oceanview Cafe,290 Brighton Beach Ave,Brooklyn,Russian,4.0,http://www.yelp.com/biz/oceanview-cafe-brooklyn
3445,Cafe Rokhat,1788 Sheepshead Bay Rd,Brooklyn,Russian,4.5,http://www.yelp.com/biz/cafe-rokhat-brooklyn
3446,Blvd the New Pizza,1623 Oriental Boulevard,Brooklyn,Pizza,4.5,http://www.yelp.com/biz/blvd-the-new-pizza-brooklyn
3447,TONÉ-CAFÉ Georgian Bread,265 Neptune Ave,Brooklyn,Bakeries,4.0,http://www.yelp.com/biz/ton%C3%A9-caf%C3%A9-georgian-bread-brooklyn
3448,ChopStix Chinese Restaurant & Sushi Bar,3790 Nostrand Ave,Brooklyn,Sushi Bars,3.5,http://www.yelp.com/biz/chopstix-chinese-restaurant-and-sushi-bar-brooklyn
3449,"Sal, Kris, & Charlie's Deli",33-12 23rd Ave,Astoria,Delis,4.5,http://www.yelp.com/biz/sal-kris-and-charlies-deli-astoria
3450,Watawa Sushi,33-10 Ditmars Blvd,Astoria,Sushi Bars,4.0,http://www.yelp.com/biz/watawa-sushi-astoria
3451,Family Corner Restaurant,2102 31st St,Astoria,Diners,4.5,http://www.yelp.com/biz/family-corner-restaurant-astoria
3452,The Sandwich Bar,33-01 Ditmars Blvd,Astoria,Sandwiches,4.0,http://www.yelp.com/biz/the-sandwich-bar-astoria
3453,Il Bambino,34-08 31st Ave,Astoria,Italian,4.5,http://www.yelp.com/biz/il-bambino-astoria
3454,Andrew & Frank Deli,2802 23rd Ave,Astoria,Delis,5.0,http://www.yelp.com/biz/andrew-and-frank-deli-astoria
3455,Sandro's Latin Food,2703 23rd Ave,Astoria,Latin American,4.5,http://www.yelp.com/biz/sandros-latin-food-astoria
3456,Pita House,25-15 30th Ave,Astoria,Middle Eastern,4.0,http://www.yelp.com/biz/pita-house-astoria
3457,HinoMaru,33-18 Ditmars Blvd,Astoria,Japanese,4.0,http://www.yelp.com/biz/hinomaru-astoria
3458,Bareburger,23-01 31st. St.,Astoria,Burgers,4.0,http://www.yelp.com/biz/bareburger-astoria-2
3459,Ramen Okidoki,3405 30th Ave,Astoria,Japanese,4.0,http://www.yelp.com/biz/ramen-okidoki-astoria
3460,Sorriso Italian Pork Store,4416 30th Ave,Astoria,Meat Shops,4.5,http://www.yelp.com/biz/sorriso-italian-pork-store-astoria
3461,Rosario's Deli,2255 31st St,Astoria,Delis,4.5,http://www.yelp.com/biz/rosarios-deli-astoria-2
3462,Kopiaste Taverna,23-15 31st St,Astoria,Mediterranean,4.5,http://www.yelp.com/biz/kopiaste-taverna-astoria
3463,Sakura,3515 Ditmars Blvd,Astoria,Japanese,4.0,http://www.yelp.com/biz/sakura-astoria
3464,Point Brazil,3801 31st Ave,Astoria,Brazilian,4.0,http://www.yelp.com/biz/point-brazil-astoria
3465,Butcher Bar,37-08 30th Ave,Astoria,Barbeque,4.0,http://www.yelp.com/biz/butcher-bar-astoria-2
3466,Shawarmania,22-49 31st St,Astoria,Halal,4.0,http://www.yelp.com/biz/shawarmania-astoria
3467,Jackson Hole,6935 Astoria Blvd N,East Elmhurst,Diners,4.0,http://www.yelp.com/biz/jackson-hole-east-elmhurst
3468,Krave Cafe & Grill,4501 Ditmars Blvd,Astoria,American (New),4.0,http://www.yelp.com/biz/krave-cafe-and-grill-astoria
3469,Omani,16042 Willets Point Blvd,Whitestone,Sandwiches,4.5,http://www.yelp.com/biz/omani-whitestone
3470,Tony's Beechhurst Deli,1118 154th St,Whitestone,Caterers,5.0,http://www.yelp.com/biz/tonys-beechhurst-deli-whitestone
3471,Takara Sushi,15011 14th Ave,Whitestone,Sushi Bars,4.0,http://www.yelp.com/biz/takara-sushi-whitestone
3472,Tasty Grill,14-22 150th St,Whitestone,Greek,4.0,http://www.yelp.com/biz/tasty-grill-whitestone
3473,Mediterranean Grill,160-24 Willets Point Blvd,Whitestone,Greek,4.0,http://www.yelp.com/biz/mediterranean-grill-whitestone
3474,Cherry Valley Deli & Grill,1229 150th St,Whitestone,Delis,4.0,http://www.yelp.com/biz/cherry-valley-deli-and-grill-whitestone
3475,Casa Asia,149-45 14th Ave,Whitestone,Asian Fusion,3.5,http://www.yelp.com/biz/casa-asia-whitestone-34
3476,Five Guys Burgers & Fries,132-01 14th Ave,Queens,Burgers,4.0,http://www.yelp.com/biz/five-guys-burgers-and-fries-queens-9
3477,Nikitas Place,1903 Utopia Pkwy,Whitestone,Greek,4.0,http://www.yelp.com/biz/nikitas-place-whitestone
3478,Little Pepper,18-24 College Point Blvd,Flushing,Szechuan,4.5,http://www.yelp.com/biz/little-pepper-flushing
3479,Cascarinos Pizzeria,1460 College Point Blvd,College Point,Pizza,3.5,http://www.yelp.com/biz/cascarinos-pizzeria-college-point
3480,Paddy's On the Bay,50 Pennyfield Ave,Bronx,Pubs,3.5,http://www.yelp.com/biz/paddys-on-the-bay-bronx-2
3481,The Wicked Wolf,4029 E Tremont Ave,Bronx,Steakhouses,4.0,http://www.yelp.com/biz/the-wicked-wolf-bronx
3482,Mad For Chicken,157-18 Northern Blvd,Flushing,Korean,4.0,http://www.yelp.com/biz/mad-for-chicken-flushing
3483,Ice House Cafe and Restaurant,140 Reynolds Ave,Bronx,Italian,3.5,http://www.yelp.com/biz/ice-house-cafe-and-restaurant-bronx-3
3484,Sushi Family Express,3548 Union St,Flushing,Sushi Bars,4.0,http://www.yelp.com/biz/sushi-family-express-flushing
3485,Sam Won Gak,144-20 Northern Blvd,Flushing,Korean,4.0,http://www.yelp.com/biz/sam-won-gak-flushing
3486,Nagoya,25-73 Francis Lewis Blvd,Queens,Japanese,3.5,http://www.yelp.com/biz/nagoya-queens
3487,Muscle Maker Grill,4041 E Tremont Ave,Bronx,American (New),4.0,http://www.yelp.com/biz/muscle-maker-grill-bronx
3488,Mike and Maggie's Pizzeria,1527 149th St,Whitestone,Pizza,4.5,http://www.yelp.com/biz/mike-and-maggies-pizzeria-whitestone
3489,Omani,16042 Willets Point Blvd,Whitestone,Sandwiches,4.5,http://www.yelp.com/biz/omani-whitestone
3490,Press195,4011 Bell Blvd,Bayside,American (New),4.0,http://www.yelp.com/biz/press195-bayside
3491,Tony's Beechhurst Deli,1118 154th St,Whitestone,Caterers,5.0,http://www.yelp.com/biz/tonys-beechhurst-deli-whitestone
3492,Avli,3831 Bell Blvd,Bayside,Ethnic Food,4.0,http://www.yelp.com/biz/avli-bayside-2
3493,Mediterranean Grill,160-24 Willets Point Blvd,Whitestone,Greek,4.0,http://www.yelp.com/biz/mediterranean-grill-whitestone
3494,Sushi Bell,36-28 Bell Blvd,Bayside,Sushi Bars,4.0,http://www.yelp.com/biz/sushi-bell-bayside
3495,BCD Tofu House,220-05 Northern Blvd,Bayside,Korean,4.0,http://www.yelp.com/biz/bcd-tofu-house-bayside
3496,Thai 101,39-15 Bell Blvd,Bayside,Thai,3.5,http://www.yelp.com/biz/thai-101-bayside
3497,Panera Bread,2358 Bell Boulevard,Bayside,Sandwiches,3.5,http://www.yelp.com/biz/panera-bread-bayside
3498,Takara Sushi,15011 14th Ave,Whitestone,Sushi Bars,4.0,http://www.yelp.com/biz/takara-sushi-whitestone
3499,57s All American Grill,3345 Francis Lewis Blvd,Flushing,American (Traditional),3.5,http://www.yelp.com/biz/57s-all-american-grill-flushing
3500,Ben's Kosher Delicatessen Restaurants & Caterers,211-37 26th Ave,Bayside,Delis,3.0,http://www.yelp.com/biz/bens-kosher-delicatessen-restaurants-and-caterers-bayside
3501,Nikitas Place,1903 Utopia Pkwy,Whitestone,Greek,4.0,http://www.yelp.com/biz/nikitas-place-whitestone
3502,Mekong East,43 13 Bell Blvd,Bayside,Vietnamese,3.5,http://www.yelp.com/biz/mekong-east-bayside
3503,Chicken Lovers,21509 Northern Blvd,Bayside,Barbeque,4.0,http://www.yelp.com/biz/chicken-lovers-bayside
3504,Tasty Grill,14-22 150th St,Whitestone,Greek,4.0,http://www.yelp.com/biz/tasty-grill-whitestone
3505,Juice For Life,3407 Francis Lewis Blvd,Flushing,Juice Bars & Smoothies,3.5,http://www.yelp.com/biz/juice-for-life-flushing
3506,Nolbu Sushi Korean Restaurant,164-25 Northern Blvd,Flushing,Korean,4.5,http://www.yelp.com/biz/nolbu-sushi-korean-restaurant-flushing
3507,Capriccio,29-02 Francis Lewis Blvd,Flushing,Italian,4.0,http://www.yelp.com/biz/capriccio-flushing
3508,Nagoya,25-73 Francis Lewis Blvd,Queens,Japanese,3.5,http://www.yelp.com/biz/nagoya-queens
3509,Boardwalk Pizza,68-20 Rockaway Beach Blvd,Rockaway,Italian,5.0,http://www.yelp.com/biz/boardwalk-pizza-rockaway
3510,Thai Kitchen By The Sea,67-20 Rockaway Beach Blvd,Rockaway,Thai,4.0,http://www.yelp.com/biz/thai-kitchen-by-the-sea-rockaway
3511,Robert's Delight,13-30 Beach Channel Dr,Far Rockaway,Caribbean,5.0,http://www.yelp.com/biz/roberts-delight-far-rockaway
3512,Tacos Y Mas,1831 Mott Ave,Far Rockaway,Mexican,4.0,http://www.yelp.com/biz/tacos-y-mas-far-rockaway
3513,Goody's Bbq Chicken & Ribs,7018 Amstel Blvd,Arverne,Barbeque,4.0,http://www.yelp.com/biz/goodys-bbq-chicken-and-ribs-arverne
3514,Boardwalk Pizza,68-20 Rockaway Beach Blvd,Rockaway,Italian,5.0,http://www.yelp.com/biz/boardwalk-pizza-rockaway
3515,Rockaway Taco,95-19 Rockaway Beach Blvd,Rockaway,Mexican,4.0,http://www.yelp.com/biz/rockaway-taco-rockaway
3516,Rippers,Boardwalk & Beach 86th St,Far Rockaway,Food Stands,3.5,http://www.yelp.com/biz/rippers-far-rockaway
3517,Caracas Arepa Bar,106-01 Shore Front Pkwy,Rockaway,Juice Bars & Smoothies,4.0,http://www.yelp.com/biz/caracas-arepa-bar-rockaway
3518,Whit's End,97-14 Rockaway Beach Blvd,Rockaway Beach,Pizza,4.5,http://www.yelp.com/biz/whits-end-rockaway-beach
3519,101 Deli,10016 Rockaway Beach Blvd,Rockaway Park,Delis,3.0,http://www.yelp.com/biz/101-deli-rockaway-park
3520,Thai Kitchen By The Sea,67-20 Rockaway Beach Blvd,Rockaway,Thai,4.0,http://www.yelp.com/biz/thai-kitchen-by-the-sea-rockaway
3521,Veggie Island,95-19 Rockaway Beach Blvd,Queens,Vegetarian,4.5,http://www.yelp.com/biz/veggie-island-queens-2
3522,Cuisine By Claudette,143 Beach 116th St,New York,French,4.5,http://www.yelp.com/biz/cuisine-by-claudette-new-york
3523,Ciro's Pizza,11303 Beach Channel Dr,Rockaway Park,Pizza,3.5,http://www.yelp.com/biz/ciros-pizza-rockaway-park
3524,Uma's,92-07 Rockaway Beach Blvd,Rockaway Beach,Russian,4.5,http://www.yelp.com/biz/umas-rockaway-beach
3525,Dalton's Seaside Grill,108-02 Rockaway Beach Blvd,Rockaway Park,Seafood,3.5,http://www.yelp.com/biz/daltons-seaside-grill-rockaway-park
3526,The Original Ciro's Pizza,171 Beach 116th St,Rockaway Park,Pizza,4.0,http://www.yelp.com/biz/the-original-ciros-pizza-rockaway-park
3527,Tommy's Pizza,915 Cross Bay Blvd,Broad Channel,Pizza,4.0,http://www.yelp.com/biz/tommys-pizza-broad-channel
3528,O'Sake Japanese Restaurant,263 Beach 116th St,Rockaway Park,Japanese,4.0,http://www.yelp.com/biz/o-sake-japanese-restaurant-rockaway-park
3529,Brisas Del Mar Corp,9902 Rockaway Beach Blvd,Rockaway Park,Dominican,3.0,http://www.yelp.com/biz/brisas-del-mar-corp-rockaway-park
3530,Thai Rock,375 Beach 92nd St,Rockaway Beach,Music Venues,3.5,http://www.yelp.com/biz/thai-rock-rockaway-beach
3531,Belle Harbor Steak House,268 Beach 116th St,Rockaway Park,Steakhouses,4.0,http://www.yelp.com/biz/belle-harbor-steak-house-rockaway-park
3532,Goody's Bbq Chicken & Ribs,7018 Amstel Blvd,Arverne,Barbeque,4.0,http://www.yelp.com/biz/goodys-bbq-chicken-and-ribs-arverne
3533,Last Stop Gourmet Shop,222 Beach 116th St,Rockaway Park,American (Traditional),3.5,http://www.yelp.com/biz/last-stop-gourmet-shop-rockaway-park
3534,Rockaway Taco,95-19 Rockaway Beach Blvd,Rockaway,Mexican,4.0,http://www.yelp.com/biz/rockaway-taco-rockaway
3535,Caracas Arepa Bar,106-01 Shore Front Pkwy,Rockaway,Juice Bars & Smoothies,4.0,http://www.yelp.com/biz/caracas-arepa-bar-rockaway
3536,Whit's End,97-14 Rockaway Beach Blvd,Rockaway Beach,Pizza,4.5,http://www.yelp.com/biz/whits-end-rockaway-beach
